id,nama,age,gender,harga_beli,kind_of_food,restaurant,friends,jumlah_klik_produk_tertentu,review,lokasi_resto
4018,User4018,31,Male,18.59,Beverage,KFC,342,7,"Terrible experience, food was awful.",Jakarta
4019,User4019,68,Male,86.79,Beverage,McDonald's,381,5,"Poor quality, not worth the money.",Malang
4020,User4020,48,Male,37.63,Fast Food,Starbucks,374,17,"Excellent taste, worth every penny!",Jogja
4021,User4021,21,Female,71.38,Healthy,Burger King,315,19,"Excellent taste, worth every penny!",Jogja
4022,User4022,51,Male,15.07,Fast Food,McDonald's,219,12,"Amazing flavors, highly recommend!",Jogja
4023,User4023,53,Female,96.78,Fast Food,Burger King,256,18,"Great food, definitely coming back.",Bandung
4024,User4024,37,Female,53.88,Beverage,Mi Gacoan,71,7,The food was bland and tasteless.,Surabaya
4025,User4025,22,Male,38.74,Dessert,Starbucks,360,2,Very tasty and well-prepared.,Bandung
4026,User4026,29,Male,68.75,Dessert,McDonald's,453,6,"Unimpressed with the taste, won't return.",Jogja
4027,User4027,68,Female,99.13,Healthy,KFC,301,11,The food was delicious and fresh!,Jogja
4028,User4028,55,Female,88.36,Dessert,Burger King,0,4,"Not worth the price, very disappointing.",Bandung
4029,User4029,32,Female,18.73,Beverage,KFC,448,0,The food was bland and tasteless.,Bandung
4030,User4030,65,Male,35.46,Fast Food,Burger King,87,9,The food was bland and tasteless.,Bandung
4031,User4031,30,Female,47.77,Fast Food,KFC,414,6,The food was bland and tasteless.,Malang
4032,User4032,56,Female,99.45,Healthy,Mi Gacoan,232,5,"Not worth the price, very disappointing.",Jogja
4033,User4033,60,Male,56.72,Fast Food,McDonald's,162,14,Very tasty and well-prepared.,Jakarta
4034,User4034,67,Male,88.05,Fast Food,Starbucks,371,9,"Poor quality, not worth the money.",Bandung
4035,User4035,46,Male,36.82,Fast Food,Burger King,118,7,The food was delicious and fresh!,Bandung
4036,User4036,38,Female,87.28,Beverage,Mi Gacoan,153,10,"Not worth the price, very disappointing.",Malang
4037,User4037,50,Female,60.44,Dessert,Mi Gacoan,190,7,"Great food, definitely coming back.",Jakarta
4038,User4038,61,Female,22.05,Healthy,JCo,472,6,"Great food, definitely coming back.",Jogja
4039,User4039,24,Male,87.62,Fast Food,Starbucks,457,2,"Terrible experience, food was awful.",Bandung
4040,User4040,32,Female,44.67,Fast Food,McDonald's,43,11,The food was delicious and fresh!,Surabaya
4041,User4041,66,Male,45.99,Fast Food,JCo,209,4,"Excellent taste, worth every penny!",Jogja
4042,User4042,55,Female,17.1,Fast Food,KFC,32,17,"Excellent taste, worth every penny!",Surabaya
4043,User4043,63,Female,25.88,Healthy,Burger King,0,10,"Terrible experience, food was awful.",Jogja
4044,User4044,20,Female,75.35,Dessert,Starbucks,298,6,The food was bland and tasteless.,Malang
4045,User4045,27,Female,17.84,Healthy,Mi Gacoan,96,8,"Amazing flavors, highly recommend!",Surabaya
4046,User4046,45,Female,88.61,Beverage,Burger King,181,19,"Not worth the price, very disappointing.",Bandung
4047,User4047,65,Male,91.55,Healthy,KFC,190,17,"Terrible experience, food was awful.",Jakarta
4048,User4048,47,Female,84.16,Healthy,Mi Gacoan,85,13,Very tasty and well-prepared.,Surabaya
4049,User4049,52,Female,42.81,Beverage,JCo,447,6,"Excellent taste, worth every penny!",Jogja
4050,User4050,23,Female,20.2,Healthy,Burger King,53,13,"Poor quality, not worth the money.",Malang
4051,User4051,42,Female,45.02,Dessert,McDonald's,486,1,"Poor quality, not worth the money.",Jogja
4052,User4052,60,Male,51.46,Fast Food,McDonald's,402,13,The food was delicious and fresh!,Malang
4053,User4053,63,Female,22.75,Dessert,JCo,131,17,"Unimpressed with the taste, won't return.",Malang
4054,User4054,28,Female,95.96,Healthy,Mi Gacoan,422,19,"Great food, definitely coming back.",Surabaya
4055,User4055,63,Male,92.18,Healthy,KFC,443,19,The food was bland and tasteless.,Jakarta
4056,User4056,30,Male,8.67,Dessert,KFC,377,3,"Not worth the price, very disappointing.",Jogja
4057,User4057,22,Female,22.43,Healthy,Mi Gacoan,307,7,The food was bland and tasteless.,Jogja
4058,User4058,51,Female,29.89,Healthy,JCo,424,6,"Excellent taste, worth every penny!",Surabaya
4059,User4059,54,Male,43.57,Beverage,Burger King,113,2,"Amazing flavors, highly recommend!",Jogja
4060,User4060,54,Male,31.31,Beverage,JCo,200,6,"Unimpressed with the taste, won't return.",Bandung
4061,User4061,47,Male,15.27,Dessert,Starbucks,191,3,"Poor quality, not worth the money.",Jogja
4062,User4062,56,Male,85.54,Healthy,JCo,228,3,"Amazing flavors, highly recommend!",Jogja
4063,User4063,28,Female,50.22,Beverage,JCo,68,19,Very tasty and well-prepared.,Surabaya
4064,User4064,60,Male,26.11,Dessert,KFC,6,5,"Poor quality, not worth the money.",Malang
4065,User4065,53,Female,21.69,Fast Food,KFC,356,13,"Unimpressed with the taste, won't return.",Bandung
4066,User4066,52,Female,52.46,Beverage,JCo,424,9,The food was bland and tasteless.,Jakarta
4067,User4067,30,Male,53.28,Fast Food,Burger King,464,16,"Not worth the price, very disappointing.",Jakarta
4068,User4068,39,Female,99.68,Healthy,KFC,289,11,The food was delicious and fresh!,Jogja
4069,User4069,24,Female,75.44,Fast Food,Mi Gacoan,235,16,Very tasty and well-prepared.,Jogja
4070,User4070,49,Female,14.93,Healthy,Mi Gacoan,240,9,"Not worth the price, very disappointing.",Jakarta
4071,User4071,30,Male,42.14,Healthy,McDonald's,426,18,The food was delicious and fresh!,Surabaya
4072,User4072,60,Female,48.84,Fast Food,McDonald's,112,1,"Excellent taste, worth every penny!",Jogja
4073,User4073,20,Male,58.92,Beverage,KFC,197,11,Very tasty and well-prepared.,Bandung
4074,User4074,69,Female,56.89,Fast Food,Mi Gacoan,230,16,"Poor quality, not worth the money.",Malang
4075,User4075,41,Female,95.13,Beverage,KFC,250,12,"Excellent taste, worth every penny!",Surabaya
4076,User4076,42,Male,24.93,Healthy,Mi Gacoan,352,19,Very tasty and well-prepared.,Bandung
4077,User4077,28,Female,44.54,Fast Food,KFC,126,18,"Amazing flavors, highly recommend!",Jakarta
4078,User4078,67,Female,29.23,Healthy,McDonald's,152,0,The food was bland and tasteless.,Malang
4079,User4079,29,Female,20.94,Healthy,Mi Gacoan,465,17,"Unimpressed with the taste, won't return.",Malang
4080,User4080,58,Female,61.51,Dessert,KFC,270,9,"Not worth the price, very disappointing.",Bandung
4081,User4081,22,Male,83.33,Dessert,KFC,178,5,The food was delicious and fresh!,Jogja
4082,User4082,52,Female,35.66,Fast Food,JCo,434,12,"Terrible experience, food was awful.",Malang
4083,User4083,35,Male,66.73,Fast Food,Starbucks,157,16,The food was bland and tasteless.,Bandung
4084,User4084,22,Male,98.22,Dessert,McDonald's,332,16,"Terrible experience, food was awful.",Jakarta
4085,User4085,44,Female,43.62,Fast Food,Burger King,435,17,"Great food, definitely coming back.",Jogja
4086,User4086,58,Female,85.77,Healthy,Starbucks,294,14,"Poor quality, not worth the money.",Bandung
4087,User4087,25,Female,87.63,Beverage,McDonald's,422,5,The food was delicious and fresh!,Bandung
4088,User4088,20,Female,38.28,Fast Food,Burger King,241,13,"Amazing flavors, highly recommend!",Malang
4089,User4089,52,Female,18.67,Dessert,Starbucks,424,12,"Terrible experience, food was awful.",Jogja
4090,User4090,51,Female,45.85,Fast Food,Starbucks,93,0,"Poor quality, not worth the money.",Jogja
4091,User4091,61,Female,84.94,Dessert,JCo,273,11,"Terrible experience, food was awful.",Jogja
4092,User4092,38,Male,30.4,Beverage,Starbucks,53,3,The food was bland and tasteless.,Jogja
4093,User4093,47,Female,41.03,Fast Food,McDonald's,112,7,"Great food, definitely coming back.",Bandung
4094,User4094,62,Male,78.51,Beverage,JCo,237,17,"Poor quality, not worth the money.",Jakarta
4095,User4095,20,Male,35.55,Healthy,Burger King,499,5,The food was bland and tasteless.,Bandung
4096,User4096,32,Female,95.46,Healthy,Mi Gacoan,210,18,"Excellent taste, worth every penny!",Bandung
4097,User4097,67,Female,90.77,Healthy,McDonald's,181,9,"Amazing flavors, highly recommend!",Surabaya
4098,User4098,69,Male,30.23,Fast Food,KFC,468,2,"Excellent taste, worth every penny!",Bandung
4099,User4099,28,Female,46.84,Healthy,Burger King,293,11,Very tasty and well-prepared.,Jakarta
4100,User4100,30,Female,69.54,Fast Food,Burger King,184,10,"Amazing flavors, highly recommend!",Jakarta
4101,User4101,44,Male,43.3,Fast Food,McDonald's,218,7,The food was delicious and fresh!,Jogja
4102,User4102,64,Male,72.14,Dessert,KFC,460,13,The food was bland and tasteless.,Bandung
4103,User4103,57,Male,25.72,Healthy,Burger King,114,16,"Unimpressed with the taste, won't return.",Jakarta
4104,User4104,66,Male,67.47,Dessert,JCo,486,6,"Terrible experience, food was awful.",Jakarta
4105,User4105,32,Male,82.03,Beverage,McDonald's,24,13,"Unimpressed with the taste, won't return.",Surabaya
4106,User4106,48,Female,21.98,Fast Food,JCo,189,11,The food was bland and tasteless.,Jogja
4107,User4107,21,Male,30.79,Dessert,Burger King,316,4,"Poor quality, not worth the money.",Malang
4108,User4108,32,Male,49.72,Fast Food,JCo,338,15,"Excellent taste, worth every penny!",Surabaya
4109,User4109,60,Female,16.25,Fast Food,Burger King,12,17,"Excellent taste, worth every penny!",Jogja
4110,User4110,67,Female,29.1,Healthy,Starbucks,115,7,"Amazing flavors, highly recommend!",Malang
4111,User4111,39,Male,27.58,Healthy,Starbucks,374,4,Very tasty and well-prepared.,Jogja
4112,User4112,54,Female,41.06,Beverage,KFC,161,10,"Great food, definitely coming back.",Jakarta
4113,User4113,23,Female,22.47,Dessert,Burger King,181,11,The food was delicious and fresh!,Jogja
4114,User4114,58,Female,64.78,Beverage,Starbucks,151,8,"Excellent taste, worth every penny!",Jogja
4115,User4115,67,Male,84.16,Beverage,KFC,250,11,"Excellent taste, worth every penny!",Malang
4116,User4116,62,Female,70.68,Fast Food,Mi Gacoan,426,12,"Not worth the price, very disappointing.",Jakarta
4117,User4117,34,Male,53.96,Fast Food,Starbucks,453,9,"Terrible experience, food was awful.",Jakarta
4118,User4118,25,Female,58.87,Healthy,Mi Gacoan,31,8,"Amazing flavors, highly recommend!",Bandung
4119,User4119,38,Female,45.92,Beverage,Starbucks,120,10,"Amazing flavors, highly recommend!",Bandung
4120,User4120,37,Male,15.17,Healthy,McDonald's,54,14,Very tasty and well-prepared.,Jogja
4121,User4121,20,Female,10.56,Beverage,Starbucks,33,11,"Excellent taste, worth every penny!",Jogja
4122,User4122,50,Male,29.54,Fast Food,JCo,335,13,"Unimpressed with the taste, won't return.",Malang
4123,User4123,53,Female,90.57,Fast Food,Mi Gacoan,413,6,"Unimpressed with the taste, won't return.",Malang
4124,User4124,36,Female,65.92,Fast Food,McDonald's,220,16,"Terrible experience, food was awful.",Jogja
4125,User4125,69,Female,37.24,Fast Food,Mi Gacoan,51,2,The food was bland and tasteless.,Surabaya
4126,User4126,65,Female,13.35,Fast Food,Burger King,437,3,"Amazing flavors, highly recommend!",Malang
4127,User4127,35,Male,57.78,Beverage,McDonald's,18,11,The food was bland and tasteless.,Jakarta
4128,User4128,20,Female,23.11,Beverage,Starbucks,171,15,Very tasty and well-prepared.,Surabaya
4129,User4129,27,Male,63.43,Healthy,Burger King,478,12,"Terrible experience, food was awful.",Jakarta
4130,User4130,60,Male,61.82,Fast Food,Starbucks,3,18,"Terrible experience, food was awful.",Bandung
4131,User4131,24,Male,86.71,Beverage,Starbucks,366,1,"Poor quality, not worth the money.",Jakarta
4132,User4132,39,Female,99.0,Healthy,McDonald's,385,1,The food was bland and tasteless.,Jakarta
4133,User4133,67,Female,86.42,Beverage,JCo,174,7,"Not worth the price, very disappointing.",Jogja
4134,User4134,63,Male,64.57,Fast Food,Mi Gacoan,361,2,The food was bland and tasteless.,Jogja
4135,User4135,25,Male,13.38,Beverage,McDonald's,427,19,"Terrible experience, food was awful.",Bandung
4136,User4136,39,Male,69.89,Fast Food,Mi Gacoan,212,2,"Unimpressed with the taste, won't return.",Jakarta
4137,User4137,27,Female,48.24,Dessert,McDonald's,255,12,The food was bland and tasteless.,Jakarta
4138,User4138,65,Female,51.73,Fast Food,KFC,441,3,"Excellent taste, worth every penny!",Surabaya
4139,User4139,43,Male,79.15,Beverage,JCo,21,16,"Unimpressed with the taste, won't return.",Surabaya
4140,User4140,36,Male,48.1,Beverage,JCo,431,15,"Amazing flavors, highly recommend!",Jogja
4141,User4141,25,Female,30.31,Beverage,JCo,10,10,"Great food, definitely coming back.",Jakarta
4142,User4142,32,Male,17.32,Fast Food,JCo,383,8,"Unimpressed with the taste, won't return.",Jogja
4143,User4143,22,Female,5.48,Beverage,Mi Gacoan,380,12,"Amazing flavors, highly recommend!",Jogja
4144,User4144,67,Male,87.94,Fast Food,Mi Gacoan,22,2,"Excellent taste, worth every penny!",Malang
4145,User4145,46,Male,54.41,Healthy,Burger King,434,17,"Great food, definitely coming back.",Surabaya
4146,User4146,37,Female,28.34,Beverage,KFC,120,14,"Amazing flavors, highly recommend!",Surabaya
4147,User4147,27,Female,32.86,Healthy,Burger King,348,14,"Not worth the price, very disappointing.",Bandung
4148,User4148,45,Female,66.31,Dessert,McDonald's,376,13,The food was delicious and fresh!,Bandung
4149,User4149,38,Male,35.72,Dessert,Burger King,61,15,The food was bland and tasteless.,Bandung
4150,User4150,20,Male,42.18,Fast Food,Mi Gacoan,431,12,"Amazing flavors, highly recommend!",Surabaya
4151,User4151,31,Female,44.21,Dessert,JCo,175,16,Very tasty and well-prepared.,Jakarta
4152,User4152,50,Male,98.95,Beverage,McDonald's,407,13,"Poor quality, not worth the money.",Malang
4153,User4153,33,Female,15.93,Dessert,Burger King,432,10,"Poor quality, not worth the money.",Bandung
4154,User4154,68,Female,42.72,Beverage,KFC,305,17,"Great food, definitely coming back.",Surabaya
4155,User4155,23,Female,23.43,Dessert,Starbucks,84,8,"Not worth the price, very disappointing.",Malang
4156,User4156,30,Male,89.6,Beverage,JCo,191,1,The food was bland and tasteless.,Bandung
4157,User4157,60,Female,17.66,Beverage,Starbucks,106,18,"Great food, definitely coming back.",Jogja
4158,User4158,55,Male,71.32,Fast Food,Mi Gacoan,320,10,"Great food, definitely coming back.",Jakarta
4159,User4159,23,Female,71.17,Healthy,JCo,157,19,"Great food, definitely coming back.",Jogja
4160,User4160,66,Female,32.55,Beverage,JCo,80,3,"Terrible experience, food was awful.",Bandung
4161,User4161,48,Male,28.16,Fast Food,Starbucks,257,2,"Not worth the price, very disappointing.",Jogja
4162,User4162,25,Female,82.84,Fast Food,JCo,100,15,The food was delicious and fresh!,Surabaya
4163,User4163,38,Female,42.5,Dessert,Starbucks,197,12,"Excellent taste, worth every penny!",Jogja
4164,User4164,37,Male,29.98,Dessert,JCo,498,1,"Not worth the price, very disappointing.",Surabaya
4165,User4165,52,Male,55.87,Fast Food,Starbucks,200,5,The food was delicious and fresh!,Jogja
4166,User4166,44,Male,42.4,Fast Food,Mi Gacoan,474,16,"Amazing flavors, highly recommend!",Malang
4167,User4167,57,Male,47.22,Fast Food,KFC,27,15,Very tasty and well-prepared.,Surabaya
4168,User4168,29,Male,60.46,Dessert,Starbucks,279,7,"Excellent taste, worth every penny!",Jogja
4169,User4169,36,Male,47.15,Fast Food,Starbucks,108,12,"Terrible experience, food was awful.",Jogja
4170,User4170,35,Female,22.42,Beverage,JCo,496,13,The food was delicious and fresh!,Jakarta
4171,User4171,18,Male,53.87,Fast Food,Burger King,199,2,The food was bland and tasteless.,Surabaya
4172,User4172,64,Male,93.65,Beverage,Starbucks,211,14,"Excellent taste, worth every penny!",Jogja
4173,User4173,22,Female,90.06,Healthy,KFC,193,11,"Not worth the price, very disappointing.",Surabaya
4174,User4174,34,Male,78.64,Fast Food,JCo,292,1,The food was bland and tasteless.,Jogja
4175,User4175,60,Male,96.16,Dessert,Mi Gacoan,194,11,"Amazing flavors, highly recommend!",Surabaya
4176,User4176,43,Female,39.08,Beverage,Mi Gacoan,199,4,"Great food, definitely coming back.",Malang
4177,User4177,51,Female,38.95,Beverage,KFC,312,14,"Terrible experience, food was awful.",Surabaya
4178,User4178,46,Male,37.65,Fast Food,Mi Gacoan,256,3,The food was bland and tasteless.,Malang
4179,User4179,64,Male,50.11,Dessert,Burger King,12,3,"Excellent taste, worth every penny!",Jakarta
4180,User4180,52,Male,53.74,Fast Food,McDonald's,401,18,"Excellent taste, worth every penny!",Surabaya
4181,User4181,35,Male,84.46,Dessert,KFC,470,16,"Poor quality, not worth the money.",Jakarta
4182,User4182,25,Female,36.54,Dessert,Mi Gacoan,51,13,"Poor quality, not worth the money.",Malang
4183,User4183,61,Female,92.88,Beverage,McDonald's,17,18,"Poor quality, not worth the money.",Jogja
4184,User4184,18,Female,80.69,Dessert,Starbucks,357,14,"Great food, definitely coming back.",Malang
4185,User4185,67,Female,51.76,Fast Food,Burger King,277,0,The food was bland and tasteless.,Jogja
4186,User4186,26,Male,40.1,Fast Food,Burger King,272,11,"Poor quality, not worth the money.",Jakarta
4187,User4187,38,Female,32.31,Beverage,McDonald's,342,10,Very tasty and well-prepared.,Jakarta
4188,User4188,19,Female,23.74,Healthy,KFC,64,4,"Not worth the price, very disappointing.",Bandung
4189,User4189,55,Male,82.95,Healthy,JCo,34,6,"Amazing flavors, highly recommend!",Bandung
4190,User4190,45,Male,35.8,Dessert,McDonald's,155,11,Very tasty and well-prepared.,Malang
4191,User4191,61,Female,39.9,Dessert,Burger King,337,17,"Unimpressed with the taste, won't return.",Jogja
4192,User4192,33,Male,26.94,Fast Food,Starbucks,276,13,"Amazing flavors, highly recommend!",Jogja
4193,User4193,27,Female,97.91,Dessert,JCo,54,14,The food was delicious and fresh!,Surabaya
4194,User4194,42,Female,96.32,Beverage,Starbucks,84,1,"Excellent taste, worth every penny!",Jakarta
4195,User4195,26,Female,87.33,Healthy,JCo,165,3,"Not worth the price, very disappointing.",Jogja
4196,User4196,62,Male,53.24,Healthy,McDonald's,181,12,"Amazing flavors, highly recommend!",Jogja
4197,User4197,43,Male,66.61,Healthy,Mi Gacoan,254,6,Very tasty and well-prepared.,Jogja
4198,User4198,68,Male,31.31,Beverage,JCo,279,12,"Unimpressed with the taste, won't return.",Jogja
4199,User4199,53,Female,98.86,Fast Food,Burger King,487,16,The food was bland and tasteless.,Jogja
4200,User4200,64,Male,29.85,Beverage,KFC,251,0,"Excellent taste, worth every penny!",Jakarta
4201,User4201,45,Male,41.37,Beverage,KFC,145,0,The food was delicious and fresh!,Malang
4202,User4202,52,Male,29.36,Healthy,KFC,285,19,The food was delicious and fresh!,Bandung
4203,User4203,63,Female,73.77,Beverage,Starbucks,455,3,"Excellent taste, worth every penny!",Jakarta
4204,User4204,19,Female,77.03,Dessert,JCo,129,6,"Not worth the price, very disappointing.",Surabaya
4205,User4205,26,Male,88.44,Dessert,Starbucks,29,3,"Excellent taste, worth every penny!",Jogja
4206,User4206,33,Female,59.31,Beverage,Burger King,96,11,The food was bland and tasteless.,Bandung
4207,User4207,42,Female,74.77,Beverage,McDonald's,490,6,"Poor quality, not worth the money.",Bandung
4208,User4208,26,Male,98.88,Fast Food,Mi Gacoan,180,0,"Great food, definitely coming back.",Malang
4209,User4209,35,Female,91.05,Dessert,Mi Gacoan,481,17,"Excellent taste, worth every penny!",Malang
4210,User4210,57,Female,93.34,Healthy,JCo,334,18,Very tasty and well-prepared.,Jakarta
4211,User4211,38,Female,30.57,Fast Food,McDonald's,44,11,"Unimpressed with the taste, won't return.",Jakarta
4212,User4212,24,Male,76.4,Dessert,Mi Gacoan,226,5,"Great food, definitely coming back.",Malang
4213,User4213,54,Female,28.28,Fast Food,Mi Gacoan,403,4,"Unimpressed with the taste, won't return.",Malang
4214,User4214,64,Female,56.53,Dessert,McDonald's,492,17,The food was bland and tasteless.,Jogja
4215,User4215,36,Male,74.9,Dessert,Burger King,177,2,"Poor quality, not worth the money.",Bandung
4216,User4216,44,Male,7.73,Healthy,Mi Gacoan,188,18,The food was delicious and fresh!,Malang
4217,User4217,66,Male,80.72,Dessert,Starbucks,186,11,"Not worth the price, very disappointing.",Jogja
4218,User4218,33,Female,16.92,Fast Food,Starbucks,377,5,Very tasty and well-prepared.,Bandung
4219,User4219,25,Male,82.37,Beverage,Burger King,153,12,"Great food, definitely coming back.",Surabaya
4220,User4220,19,Male,67.12,Fast Food,Mi Gacoan,421,16,"Excellent taste, worth every penny!",Surabaya
4221,User4221,46,Male,5.68,Fast Food,Starbucks,284,19,"Amazing flavors, highly recommend!",Surabaya
4222,User4222,34,Male,46.17,Healthy,Starbucks,67,2,"Amazing flavors, highly recommend!",Jogja
4223,User4223,47,Female,53.03,Dessert,Mi Gacoan,358,19,"Excellent taste, worth every penny!",Malang
4224,User4224,30,Male,5.56,Fast Food,Burger King,191,16,"Not worth the price, very disappointing.",Jakarta
4225,User4225,51,Female,93.01,Dessert,Burger King,226,13,"Amazing flavors, highly recommend!",Jakarta
4226,User4226,19,Female,18.88,Healthy,Starbucks,134,8,The food was delicious and fresh!,Jakarta
4227,User4227,68,Female,66.53,Dessert,KFC,436,0,Very tasty and well-prepared.,Malang
4228,User4228,47,Female,91.02,Healthy,JCo,470,17,The food was bland and tasteless.,Bandung
4229,User4229,64,Male,62.16,Beverage,KFC,312,13,"Excellent taste, worth every penny!",Surabaya
4230,User4230,48,Male,90.34,Beverage,KFC,462,8,The food was delicious and fresh!,Malang
4231,User4231,35,Female,49.78,Fast Food,Mi Gacoan,95,19,"Excellent taste, worth every penny!",Bandung
4232,User4232,67,Male,96.31,Dessert,KFC,484,4,"Terrible experience, food was awful.",Malang
4233,User4233,23,Female,86.18,Dessert,Burger King,30,19,"Amazing flavors, highly recommend!",Jogja
4234,User4234,39,Male,88.02,Beverage,JCo,275,2,The food was bland and tasteless.,Jogja
4235,User4235,23,Male,24.09,Healthy,Mi Gacoan,310,10,"Unimpressed with the taste, won't return.",Malang
4236,User4236,42,Female,8.12,Dessert,Mi Gacoan,191,8,"Amazing flavors, highly recommend!",Surabaya
4237,User4237,59,Female,15.33,Beverage,JCo,140,3,"Terrible experience, food was awful.",Malang
4238,User4238,33,Female,39.22,Dessert,Mi Gacoan,403,12,"Great food, definitely coming back.",Jogja
4239,User4239,57,Male,97.84,Beverage,Mi Gacoan,328,2,"Not worth the price, very disappointing.",Bandung
4240,User4240,61,Female,75.45,Fast Food,Starbucks,150,19,"Terrible experience, food was awful.",Malang
4241,User4241,58,Male,78.44,Healthy,McDonald's,113,14,Very tasty and well-prepared.,Jogja
4242,User4242,63,Male,17.27,Fast Food,Mi Gacoan,72,6,"Terrible experience, food was awful.",Jogja
4243,User4243,41,Male,60.44,Dessert,KFC,456,13,The food was delicious and fresh!,Surabaya
4244,User4244,65,Female,39.33,Beverage,KFC,56,15,"Terrible experience, food was awful.",Jakarta
4245,User4245,39,Male,88.61,Healthy,Starbucks,109,2,"Unimpressed with the taste, won't return.",Jogja
4246,User4246,60,Male,37.92,Beverage,McDonald's,173,1,Very tasty and well-prepared.,Surabaya
4247,User4247,40,Female,91.06,Beverage,JCo,151,2,"Not worth the price, very disappointing.",Jogja
4248,User4248,58,Male,23.91,Beverage,KFC,57,0,"Terrible experience, food was awful.",Malang
4249,User4249,50,Female,31.09,Healthy,KFC,258,10,"Unimpressed with the taste, won't return.",Bandung
4250,User4250,27,Female,69.61,Beverage,KFC,401,8,Very tasty and well-prepared.,Jakarta
4251,User4251,58,Female,40.66,Dessert,KFC,434,10,The food was bland and tasteless.,Malang
4252,User4252,46,Male,76.62,Dessert,Starbucks,220,10,The food was bland and tasteless.,Jogja
4253,User4253,65,Female,96.62,Fast Food,McDonald's,401,12,The food was bland and tasteless.,Bandung
4254,User4254,63,Female,58.94,Dessert,Burger King,470,5,The food was delicious and fresh!,Malang
4255,User4255,46,Female,16.14,Healthy,Starbucks,369,12,"Amazing flavors, highly recommend!",Bandung
4256,User4256,28,Male,69.9,Dessert,KFC,160,17,"Amazing flavors, highly recommend!",Bandung
4257,User4257,39,Female,63.32,Fast Food,JCo,155,3,The food was bland and tasteless.,Malang
4258,User4258,29,Female,17.31,Fast Food,Mi Gacoan,338,18,"Unimpressed with the taste, won't return.",Malang
4259,User4259,37,Male,99.65,Fast Food,McDonald's,62,15,"Unimpressed with the taste, won't return.",Surabaya
4260,User4260,33,Male,38.88,Beverage,Mi Gacoan,108,3,"Not worth the price, very disappointing.",Jogja
4261,User4261,27,Male,20.22,Healthy,Starbucks,400,10,"Terrible experience, food was awful.",Surabaya
4262,User4262,42,Male,53.72,Healthy,Starbucks,257,8,The food was delicious and fresh!,Malang
4263,User4263,67,Male,27.85,Dessert,Burger King,284,10,"Poor quality, not worth the money.",Jakarta
4264,User4264,68,Male,19.19,Dessert,Starbucks,80,9,The food was bland and tasteless.,Jogja
4265,User4265,37,Female,71.97,Beverage,Mi Gacoan,118,5,The food was delicious and fresh!,Malang
4266,User4266,32,Male,6.41,Beverage,Burger King,6,7,"Unimpressed with the taste, won't return.",Malang
4267,User4267,54,Male,54.04,Beverage,Mi Gacoan,416,4,"Amazing flavors, highly recommend!",Jogja
4268,User4268,49,Male,69.29,Beverage,McDonald's,14,3,"Terrible experience, food was awful.",Bandung
4269,User4269,24,Female,59.38,Dessert,Starbucks,394,10,Very tasty and well-prepared.,Malang
4270,User4270,55,Male,78.54,Beverage,Mi Gacoan,214,18,Very tasty and well-prepared.,Bandung
4271,User4271,47,Male,10.7,Fast Food,Starbucks,2,19,"Poor quality, not worth the money.",Jakarta
4272,User4272,54,Female,34.57,Dessert,JCo,199,2,The food was delicious and fresh!,Jakarta
4273,User4273,55,Female,85.2,Fast Food,JCo,345,19,"Terrible experience, food was awful.",Jakarta
4274,User4274,63,Female,43.44,Dessert,McDonald's,179,11,"Not worth the price, very disappointing.",Bandung
4275,User4275,46,Male,23.3,Fast Food,KFC,55,10,"Poor quality, not worth the money.",Bandung
4276,User4276,34,Male,37.32,Beverage,JCo,229,16,"Great food, definitely coming back.",Malang
4277,User4277,23,Female,22.34,Fast Food,Starbucks,317,16,"Excellent taste, worth every penny!",Jakarta
4278,User4278,36,Female,97.66,Dessert,McDonald's,460,4,"Unimpressed with the taste, won't return.",Malang
4279,User4279,67,Male,78.76,Fast Food,Starbucks,170,17,The food was delicious and fresh!,Surabaya
4280,User4280,35,Male,24.53,Dessert,KFC,475,12,The food was bland and tasteless.,Jogja
4281,User4281,51,Male,88.38,Fast Food,Starbucks,143,18,"Terrible experience, food was awful.",Malang
4282,User4282,44,Female,37.31,Healthy,McDonald's,83,11,Very tasty and well-prepared.,Jogja
4283,User4283,41,Female,82.45,Beverage,McDonald's,42,15,"Great food, definitely coming back.",Jogja
4284,User4284,60,Female,63.49,Healthy,Starbucks,111,16,"Terrible experience, food was awful.",Bandung
4285,User4285,68,Male,8.59,Beverage,Burger King,341,0,"Unimpressed with the taste, won't return.",Jakarta
4286,User4286,34,Female,65.04,Dessert,Starbucks,434,19,"Not worth the price, very disappointing.",Jakarta
4287,User4287,39,Male,89.96,Beverage,Burger King,331,8,The food was delicious and fresh!,Bandung
4288,User4288,63,Female,55.54,Dessert,Mi Gacoan,395,13,"Poor quality, not worth the money.",Surabaya
4289,User4289,62,Female,57.73,Beverage,KFC,234,16,"Terrible experience, food was awful.",Bandung
4290,User4290,39,Female,33.44,Fast Food,Mi Gacoan,175,8,"Poor quality, not worth the money.",Malang
4291,User4291,65,Female,84.36,Beverage,Burger King,95,17,"Unimpressed with the taste, won't return.",Surabaya
4292,User4292,44,Male,58.33,Healthy,Burger King,323,1,Very tasty and well-prepared.,Jakarta
4293,User4293,64,Male,97.1,Dessert,Burger King,3,13,The food was delicious and fresh!,Surabaya
4294,User4294,68,Female,42.39,Healthy,McDonald's,73,15,"Amazing flavors, highly recommend!",Bandung
