id,nama,age,gender,harga_beli,kind_of_food,restaurant,delivery_time,friends,jumlah_klik_produk_tertentu,latitude,longitude,latitude_restaurant,longitude_restaurant,review
4470,User4470,69,Male,78.78,Healthy,JCo,45.78415283,317,16,-6.140968,106.881212,-6.200214681,106.8234153,"Unimpressed with the taste, won't return."
4471,User4471,28,Male,20.99,Dessert,KFC,58.62926751,158,14,-6.177781,106.715476,-6.192915894,106.820339,Very tasty and well-prepared.
4472,User4472,21,Male,81.75,Dessert,JCo,38.29218214,153,14,-6.138793,106.791453,-6.200214681,106.8234153,"Amazing flavors, highly recommend!"
4473,User4473,64,Male,22.32,Healthy,Starbucks,11.21672672,302,0,-6.165847,106.816226,-6.184808705,106.8234289,"Not worth the price, very disappointing."
4474,User4474,19,Male,96.53,Beverage,McDonald's,70.63061901,235,10,-6.141134,106.725675,-6.191438909,106.8429918,The food was bland and tasteless.
4475,User4475,43,Female,90.85,Beverage,Starbucks,35.95721726,407,4,-6.13357,106.863438,-6.184808705,106.8234289,Very tasty and well-prepared.
4476,User4476,30,Male,74.24,Dessert,KFC,42.29926463,171,0,-6.185882,106.744224,-6.192915894,106.820339,The food was delicious and fresh!
4477,User4477,28,Male,42.87,Fast Food,KFC,5.191392766,405,16,-6.185737,106.826385,-6.192915894,106.820339,"Poor quality, not worth the money."
4478,User4478,66,Female,50.83,Healthy,Mi Gacoan,50.31038188,345,3,-6.15547,106.893865,-6.17657643,106.8054332,"Poor quality, not worth the money."
4479,User4479,40,Female,12.17,Fast Food,McDonald's,64.53810957,292,13,-6.106172,106.763356,-6.191438909,106.8429918,Very tasty and well-prepared.
4480,User4480,63,Female,37,Healthy,McDonald's,75.70803891,48,5,-6.111453,106.73196,-6.191438909,106.8429918,"Unimpressed with the taste, won't return."
4481,User4481,47,Male,85.72,Dessert,Mi Gacoan,31.18173797,339,17,-6.198547,106.857329,-6.17657643,106.8054332,"Unimpressed with the taste, won't return."
4482,User4482,28,Male,32.04,Beverage,Mi Gacoan,14.192632,302,4,-6.198178,106.819286,-6.17657643,106.8054332,"Amazing flavors, highly recommend!"
4483,User4483,68,Female,9.07,Beverage,McDonald's,10.82356635,57,12,-6.173486,106.850787,-6.191438909,106.8429918,"Amazing flavors, highly recommend!"
4484,User4484,65,Male,32.85,Beverage,McDonald's,49.41030567,201,5,-6.162834,106.758403,-6.191438909,106.8429918,"Not worth the price, very disappointing."
4485,User4485,21,Male,6.31,Beverage,Starbucks,73.89388727,208,1,-6.102922,106.717909,-6.184808705,106.8234289,Very tasty and well-prepared.
4486,User4486,50,Male,45.16,Healthy,Starbucks,48.26349748,227,17,-6.108114,106.865067,-6.184808705,106.8234289,The food was bland and tasteless.
4487,User4487,54,Male,69.61,Dessert,KFC,36.02600917,408,5,-6.143019,106.862201,-6.192915894,106.820339,"Poor quality, not worth the money."
4488,User4488,27,Female,11.11,Fast Food,Starbucks,36.94963462,23,5,-6.124129,106.795462,-6.184808705,106.8234289,"Amazing flavors, highly recommend!"
4489,User4489,69,Female,13.26,Dessert,JCo,45.11836218,97,17,-6.165698,106.749537,-6.200214681,106.8234153,"Excellent taste, worth every penny!"
4490,User4490,51,Female,64.69,Fast Food,JCo,50.46665234,43,19,-6.153086,106.745318,-6.200214681,106.8234153,"Amazing flavors, highly recommend!"
4491,User4491,53,Female,66.99,Beverage,McDonald's,30.34629023,340,3,-6.180663,106.789221,-6.191438909,106.8429918,The food was bland and tasteless.
4492,User4492,59,Male,57.53,Beverage,KFC,34.32048976,125,6,-6.186896,106.882067,-6.192915894,106.820339,"Amazing flavors, highly recommend!"
4493,User4493,23,Male,58.18,Beverage,Mi Gacoan,60.270396,389,5,-6.101215,106.884115,-6.17657643,106.8054332,The food was bland and tasteless.
4494,User4494,48,Male,18.42,Fast Food,KFC,45.02597372,211,13,-6.137839,106.76041,-6.192915894,106.820339,"Excellent taste, worth every penny!"
4495,User4495,61,Male,75.65,Dessert,Burger King,85.6367867,95,8,-6.14661,106.702403,-6.194020442,106.8497223,"Excellent taste, worth every penny!"
4496,User4496,51,Male,61.79,Dessert,JCo,48.40216399,251,18,-6.181414,106.737989,-6.200214681,106.8234153,"Not worth the price, very disappointing."
4497,User4497,23,Female,97.67,Beverage,McDonald's,83.32551305,86,1,-6.105723,106.719155,-6.191438909,106.8429918,"Excellent taste, worth every penny!"
4498,User4498,46,Female,51.4,Beverage,Starbucks,35.36536338,147,15,-6.193433,106.760104,-6.184808705,106.8234289,"Not worth the price, very disappointing."
4499,User4499,27,Female,75.56,Fast Food,Starbucks,38.88398048,254,11,-6.175679,106.8931,-6.184808705,106.8234289,"Terrible experience, food was awful."
4500,User4500,55,Male,89.19,Beverage,Burger King,68.32424928,499,6,-6.100301,106.769261,-6.194020442,106.8497223,Very tasty and well-prepared.
4501,User4501,61,Male,15.15,Beverage,Starbucks,57.59497439,438,18,-6.172829,106.720042,-6.184808705,106.8234289,"Not worth the price, very disappointing."
4502,User4502,63,Female,77.58,Healthy,JCo,39.43111475,240,11,-6.147617,106.871531,-6.200214681,106.8234153,"Not worth the price, very disappointing."
4503,User4503,48,Female,28.95,Healthy,Starbucks,41.76369824,334,6,-6.109293,106.824944,-6.184808705,106.8234289,"Excellent taste, worth every penny!"
4504,User4504,49,Male,75.77,Healthy,JCo,66.48420636,40,17,-6.195618,106.703358,-6.200214681,106.8234153,"Not worth the price, very disappointing."
4505,User4505,19,Male,90.1,Dessert,Burger King,85.2538544,121,12,-6.111303,106.719717,-6.194020442,106.8497223,"Poor quality, not worth the money."
4506,User4506,36,Female,87.12,Healthy,Mi Gacoan,62.28280942,464,8,-6.107162,106.894065,-6.17657643,106.8054332,"Unimpressed with the taste, won't return."
4507,User4507,21,Female,65.48,Beverage,Starbucks,37.36475436,358,14,-6.117444,106.828755,-6.184808705,106.8234289,"Not worth the price, very disappointing."
4508,User4508,23,Female,41.89,Fast Food,Mi Gacoan,42.74212394,302,5,-6.191369,106.881244,-6.17657643,106.8054332,The food was bland and tasteless.
4509,User4509,35,Female,17.94,Beverage,KFC,36.04398049,429,5,-6.13664,106.787468,-6.192915894,106.820339,"Amazing flavors, highly recommend!"
4510,User4510,56,Female,17.85,Dessert,Starbucks,66.6621866,148,8,-6.105697,106.732535,-6.184808705,106.8234289,Very tasty and well-prepared.
4511,User4511,45,Female,84.83,Dessert,Mi Gacoan,32.557261,470,16,-6.118054,106.811914,-6.17657643,106.8054332,Very tasty and well-prepared.
4512,User4512,60,Male,25.54,Beverage,McDonald's,48.28010996,86,3,-6.104428,106.850279,-6.191438909,106.8429918,The food was bland and tasteless.
4513,User4513,25,Female,7.43,Healthy,Starbucks,2.43903347,175,17,-6.183029,106.819396,-6.184808705,106.8234289,"Great food, definitely coming back."
4514,User4514,61,Female,92.55,Beverage,Starbucks,33.383651,371,15,-6.179758,106.883544,-6.184808705,106.8234289,"Great food, definitely coming back."
4515,User4515,61,Female,64.48,Fast Food,McDonald's,75.69012402,379,7,-6.193104,106.706222,-6.191438909,106.8429918,"Amazing flavors, highly recommend!"
4516,User4516,58,Male,16,Healthy,Mi Gacoan,54.97397458,432,12,-6.165139,106.706753,-6.17657643,106.8054332,The food was delicious and fresh!
4517,User4517,49,Female,22.92,Beverage,McDonald's,42.70114688,57,8,-6.131909,106.793839,-6.191438909,106.8429918,"Excellent taste, worth every penny!"
4518,User4518,50,Male,49.99,Fast Food,KFC,9.948703794,263,12,-6.185771,106.803839,-6.192915894,106.820339,"Terrible experience, food was awful."
4519,User4519,51,Male,11.99,Healthy,Mi Gacoan,41.2259971,436,1,-6.132594,106.745281,-6.17657643,106.8054332,The food was bland and tasteless.
4520,User4520,59,Female,26.11,Fast Food,JCo,38.92900159,210,4,-6.134127,106.847668,-6.200214681,106.8234153,The food was delicious and fresh!
4521,User4521,44,Male,81.61,Dessert,Mi Gacoan,28.36506602,0,2,-6.13672,106.837702,-6.17657643,106.8054332,Very tasty and well-prepared.
4522,User4522,66,Female,35.95,Dessert,Mi Gacoan,41.33458073,31,12,-6.164735,106.879183,-6.17657643,106.8054332,Very tasty and well-prepared.
4523,User4523,48,Male,40.27,Fast Food,KFC,50.97014801,456,12,-6.127303,106.755646,-6.192915894,106.820339,"Poor quality, not worth the money."
4524,User4524,42,Male,38.04,Dessert,JCo,15.45018563,107,16,-6.179138,106.805085,-6.200214681,106.8234153,The food was bland and tasteless.
4525,User4525,57,Female,24.23,Dessert,Starbucks,39.43335768,201,18,-6.130918,106.870099,-6.184808705,106.8234289,Very tasty and well-prepared.
4526,User4526,62,Female,79.07,Beverage,KFC,10.06982567,99,3,-6.19052,106.838378,-6.192915894,106.820339,"Great food, definitely coming back."
4527,User4527,35,Male,67.1,Fast Food,McDonald's,30.27019682,169,19,-6.141279,106.864904,-6.191438909,106.8429918,The food was delicious and fresh!
4528,User4528,35,Female,92.36,Healthy,Burger King,52.4603322,73,18,-6.110773,106.895195,-6.194020442,106.8497223,The food was bland and tasteless.
4529,User4529,62,Female,87.82,Healthy,Burger King,91.47660135,11,1,-6.104041,106.711014,-6.194020442,106.8497223,"Poor quality, not worth the money."
4530,User4530,51,Female,39.91,Fast Food,Mi Gacoan,10.63718529,377,7,-6.189684,106.819503,-6.17657643,106.8054332,"Great food, definitely coming back."
4531,User4531,23,Male,91.96,Beverage,KFC,49.81701521,218,17,-6.123662,106.762759,-6.192915894,106.820339,"Not worth the price, very disappointing."
4532,User4532,64,Male,6.03,Dessert,KFC,57.9426718,36,7,-6.110188,106.756073,-6.192915894,106.820339,"Not worth the price, very disappointing."
4533,User4533,24,Female,19.49,Healthy,Burger King,86.61672798,107,17,-6.104757,106.721106,-6.194020442,106.8497223,"Great food, definitely coming back."
4534,User4534,57,Male,63.09,Dessert,Mi Gacoan,50.14800058,58,13,-6.105475,106.74918,-6.17657643,106.8054332,"Amazing flavors, highly recommend!"
4535,User4535,46,Male,79.78,Dessert,Starbucks,50.99025868,460,6,-6.16613,106.733197,-6.184808705,106.8234289,"Not worth the price, very disappointing."
4536,User4536,38,Male,39.9,Healthy,Mi Gacoan,56.54368463,353,7,-6.196894,106.705291,-6.17657643,106.8054332,"Not worth the price, very disappointing."
4537,User4537,19,Male,20.3,Dessert,Mi Gacoan,12.38492789,254,6,-6.194199,106.791619,-6.17657643,106.8054332,Very tasty and well-prepared.
4538,User4538,35,Female,75.17,Dessert,JCo,45.25390056,34,13,-6.12393,106.853037,-6.200214681,106.8234153,"Amazing flavors, highly recommend!"
4539,User4539,25,Female,19.83,Beverage,McDonald's,34.8664722,437,13,-6.177931,106.781448,-6.191438909,106.8429918,The food was delicious and fresh!
4540,User4540,54,Female,65.53,Fast Food,McDonald's,10.37500829,458,9,-6.182455,106.826532,-6.191438909,106.8429918,"Unimpressed with the taste, won't return."
4541,User4541,39,Male,42.2,Dessert,Burger King,26.76998494,88,17,-6.15319,106.823728,-6.194020442,106.8497223,"Terrible experience, food was awful."
4542,User4542,58,Male,5.26,Fast Food,Mi Gacoan,30.10265251,115,6,-6.150943,106.853422,-6.17657643,106.8054332,"Poor quality, not worth the money."
4543,User4543,59,Male,31.71,Fast Food,JCo,30.63737234,140,2,-6.157091,106.788652,-6.200214681,106.8234153,"Excellent taste, worth every penny!"
4544,User4544,59,Female,82.56,Healthy,McDonald's,14.83044206,14,11,-6.165147,106.84829,-6.191438909,106.8429918,The food was delicious and fresh!
4545,User4545,38,Male,32.74,Dessert,JCo,22.77009528,441,17,-6.190202,106.783502,-6.200214681,106.8234153,"Excellent taste, worth every penny!"
4546,User4546,28,Female,76.91,Beverage,KFC,60.92086489,497,19,-6.147106,106.72022,-6.192915894,106.820339,"Unimpressed with the taste, won't return."
4547,User4547,25,Female,68.58,Dessert,Burger King,62.01966621,427,13,-6.195606,106.737657,-6.194020442,106.8497223,"Terrible experience, food was awful."
4548,User4548,26,Male,42.91,Fast Food,Burger King,54.73879054,448,7,-6.155194,106.758732,-6.194020442,106.8497223,The food was bland and tasteless.
4549,User4549,67,Male,85.46,Beverage,KFC,53.23764882,450,0,-6.117192,106.879753,-6.192915894,106.820339,"Poor quality, not worth the money."
4550,User4550,39,Female,23.32,Beverage,Burger King,52.53016847,354,13,-6.100322,106.865395,-6.194020442,106.8497223,The food was delicious and fresh!
4551,User4551,40,Female,15.3,Healthy,JCo,52.70831166,27,9,-6.113503,106.783853,-6.200214681,106.8234153,The food was bland and tasteless.
4552,User4552,33,Male,33.5,Healthy,KFC,57.57743771,149,12,-6.138715,106.731501,-6.192915894,106.820339,The food was bland and tasteless.
4553,User4553,43,Female,56.77,Dessert,Starbucks,36.299814,231,17,-6.127032,106.854574,-6.184808705,106.8234289,Very tasty and well-prepared.
4554,User4554,60,Female,81.53,Fast Food,KFC,40.2437908,352,13,-6.165899,106.887866,-6.192915894,106.820339,"Not worth the price, very disappointing."
4555,User4555,51,Female,62.36,Dessert,Burger King,41.57072702,473,19,-6.120936,106.867342,-6.194020442,106.8497223,"Poor quality, not worth the money."
4556,User4556,53,Male,20.29,Healthy,KFC,48.95362958,492,19,-6.154399,106.740688,-6.192915894,106.820339,The food was bland and tasteless.
4557,User4557,56,Female,37.83,Healthy,Mi Gacoan,27.37097578,459,6,-6.165181,106.853565,-6.17657643,106.8054332,"Amazing flavors, highly recommend!"
4558,User4558,48,Male,41.73,Dessert,Mi Gacoan,55.24212111,249,1,-6.10985,106.879725,-6.17657643,106.8054332,"Amazing flavors, highly recommend!"
4559,User4559,62,Male,43.54,Healthy,JCo,29.62511726,335,15,-6.187833,106.875502,-6.200214681,106.8234153,The food was bland and tasteless.
4560,User4560,59,Male,60.21,Fast Food,Starbucks,63.76856032,101,11,-6.148199,106.714158,-6.184808705,106.8234289,"Amazing flavors, highly recommend!"
4561,User4561,31,Female,85.76,Dessert,Starbucks,26.37473688,136,5,-6.144846,106.797408,-6.184808705,106.8234289,"Not worth the price, very disappointing."
4562,User4562,40,Female,65.06,Dessert,Mi Gacoan,23.28339692,448,3,-6.198981,106.769808,-6.17657643,106.8054332,The food was delicious and fresh!
4563,User4563,53,Female,79.6,Fast Food,Burger King,80.34663273,57,0,-6.160791,106.708379,-6.194020442,106.8497223,"Poor quality, not worth the money."
4564,User4564,27,Male,89.59,Dessert,JCo,65.42131633,320,4,-6.191162,106.705538,-6.200214681,106.8234153,"Excellent taste, worth every penny!"
4565,User4565,62,Female,63.88,Healthy,Starbucks,34.91523555,113,15,-6.186222,106.76035,-6.184808705,106.8234289,"Not worth the price, very disappointing."
4566,User4566,45,Male,13.54,Dessert,Burger King,37.73718614,53,3,-6.144921,106.897087,-6.194020442,106.8497223,The food was delicious and fresh!
4567,User4567,48,Female,96.84,Fast Food,Burger King,83.2840899,461,9,-6.174514,106.700489,-6.194020442,106.8497223,The food was delicious and fresh!
4568,User4568,30,Male,53.43,Beverage,McDonald's,40.72484895,289,12,-6.151618,106.781084,-6.191438909,106.8429918,Very tasty and well-prepared.
4569,User4569,32,Male,73.29,Fast Food,McDonald's,53.44670701,1,4,-6.160518,106.751486,-6.191438909,106.8429918,"Excellent taste, worth every penny!"
4570,User4570,52,Female,53.62,Dessert,JCo,14.7026479,256,17,-6.177557,106.80951,-6.200214681,106.8234153,"Not worth the price, very disappointing."
4571,User4571,52,Female,53.43,Dessert,Mi Gacoan,52.63163239,42,11,-6.124091,106.726094,-6.17657643,106.8054332,"Terrible experience, food was awful."
4572,User4572,30,Male,31.09,Fast Food,Starbucks,60.16175425,338,14,-6.16031,106.717506,-6.184808705,106.8234289,The food was bland and tasteless.
4573,User4573,59,Female,33.79,Healthy,JCo,44.98280665,120,14,-6.193083,106.742439,-6.200214681,106.8234153,"Great food, definitely coming back."
4574,User4574,66,Male,76.12,Healthy,Starbucks,71.96541037,348,3,-6.131448,106.70482,-6.184808705,106.8234289,"Poor quality, not worth the money."
4575,User4575,51,Female,59.13,Healthy,Starbucks,45.25062481,319,4,-6.105834,106.844865,-6.184808705,106.8234289,"Amazing flavors, highly recommend!"
4576,User4576,29,Female,66.78,Healthy,Burger King,58.11114423,183,5,-6.187598,106.744906,-6.194020442,106.8497223,"Great food, definitely coming back."
4577,User4577,45,Female,54.61,Beverage,JCo,43.38921879,210,7,-6.139581,106.773645,-6.200214681,106.8234153,Very tasty and well-prepared.
4578,User4578,40,Female,90.5,Healthy,McDonald's,84.74653938,381,4,-6.109445,106.713614,-6.191438909,106.8429918,Very tasty and well-prepared.
4579,User4579,54,Male,87.05,Healthy,JCo,40.84669964,377,11,-6.127206,106.812161,-6.200214681,106.8234153,"Great food, definitely coming back."
4580,User4580,60,Male,48.23,Beverage,Burger King,21.9165506,1,6,-6.169106,106.880525,-6.194020442,106.8497223,Very tasty and well-prepared.
4581,User4581,20,Male,25.55,Fast Food,Mi Gacoan,39.12893491,212,4,-6.107864,106.822342,-6.17657643,106.8054332,"Great food, definitely coming back."
4582,User4582,44,Female,27.55,Fast Food,KFC,12.05632342,100,6,-6.171176,106.822011,-6.192915894,106.820339,The food was delicious and fresh!
4583,User4583,20,Female,60.25,Beverage,Starbucks,12.83822855,409,10,-6.1692,106.806254,-6.184808705,106.8234289,"Great food, definitely coming back."
4584,User4584,18,Male,60.09,Dessert,Burger King,61.01852612,121,12,-6.12537,106.763395,-6.194020442,106.8497223,The food was delicious and fresh!
4585,User4585,33,Male,12.03,Beverage,JCo,17.58467396,57,18,-6.189094,106.793644,-6.200214681,106.8234153,"Excellent taste, worth every penny!"
4586,User4586,38,Female,69.37,Dessert,Burger King,48.50527732,65,1,-6.108082,106.832132,-6.194020442,106.8497223,The food was bland and tasteless.
4587,User4587,67,Male,31.18,Healthy,Burger King,27.4705634,56,2,-6.184757,106.800951,-6.194020442,106.8497223,"Poor quality, not worth the money."
4588,User4588,61,Male,9.18,Fast Food,Mi Gacoan,40.17411997,3,9,-6.104087,106.810348,-6.17657643,106.8054332,"Excellent taste, worth every penny!"
4589,User4589,43,Female,12.31,Dessert,JCo,27.73944466,480,13,-6.197713,106.773349,-6.200214681,106.8234153,"Poor quality, not worth the money."
4590,User4590,33,Male,95.21,Beverage,JCo,73.16872792,143,4,-6.106057,106.730517,-6.200214681,106.8234153,"Great food, definitely coming back."
4591,User4591,42,Male,67.58,Healthy,Mi Gacoan,46.80321516,382,10,-6.1582,106.722876,-6.17657643,106.8054332,"Unimpressed with the taste, won't return."
4592,User4592,21,Female,47.6,Beverage,Starbucks,38.26659047,217,8,-6.126013,106.859902,-6.184808705,106.8234289,Very tasty and well-prepared.
4593,User4593,26,Female,72.11,Beverage,JCo,60.45688306,383,4,-6.117885,106.895303,-6.200214681,106.8234153,The food was bland and tasteless.
4594,User4594,63,Female,68.21,Dessert,JCo,33.61108565,404,9,-6.14055,106.8118,-6.200214681,106.8234153,"Poor quality, not worth the money."
4595,User4595,38,Male,74.31,Beverage,Starbucks,13.95751845,333,19,-6.196479,106.845794,-6.184808705,106.8234289,"Not worth the price, very disappointing."
4596,User4596,21,Male,34.82,Beverage,KFC,20.22685282,193,17,-6.190873,106.783844,-6.192915894,106.820339,"Amazing flavors, highly recommend!"
4597,User4597,65,Male,57.49,Fast Food,Mi Gacoan,27.97395553,493,6,-6.126143,106.809429,-6.17657643,106.8054332,"Amazing flavors, highly recommend!"
4598,User4598,64,Female,51.83,Dessert,Starbucks,48.63584465,450,17,-6.127048,106.757149,-6.184808705,106.8234289,The food was delicious and fresh!
4599,User4599,37,Female,32.9,Fast Food,Mi Gacoan,42.13982601,81,15,-6.123681,106.860251,-6.17657643,106.8054332,"Excellent taste, worth every penny!"
4600,User4600,50,Female,30.22,Fast Food,Starbucks,55.54215801,488,6,-6.114782,106.895383,-6.184808705,106.8234289,Very tasty and well-prepared.
4601,User4601,66,Female,40.29,Dessert,Burger King,50.40895187,249,18,-6.106153,106.874003,-6.194020442,106.8497223,The food was bland and tasteless.
4602,User4602,63,Female,86.06,Healthy,KFC,35.48330979,284,5,-6.182264,106.757107,-6.192915894,106.820339,Very tasty and well-prepared.
4603,User4603,24,Female,31.78,Healthy,McDonald's,53.11612299,347,18,-6.165487,106.750577,-6.191438909,106.8429918,"Terrible experience, food was awful."
4604,User4604,34,Male,14.06,Beverage,JCo,56.3317469,28,11,-6.108671,106.868085,-6.200214681,106.8234153,The food was bland and tasteless.
4605,User4605,68,Male,49.98,Dessert,McDonald's,83.76513539,166,19,-6.111346,106.714515,-6.191438909,106.8429918,"Poor quality, not worth the money."
4606,User4606,68,Female,68.78,Dessert,Mi Gacoan,25.38073394,488,5,-6.145926,106.771293,-6.17657643,106.8054332,"Excellent taste, worth every penny!"
4607,User4607,25,Female,97.68,Dessert,Burger King,35.41380593,217,8,-6.13736,106.879557,-6.194020442,106.8497223,"Excellent taste, worth every penny!"
4608,User4608,41,Female,50.07,Fast Food,Starbucks,62.7570911,347,15,-6.173675,106.71057,-6.184808705,106.8234289,"Excellent taste, worth every penny!"
4609,User4609,38,Male,27.03,Fast Food,KFC,28.4571082,467,12,-6.141588,106.824097,-6.192915894,106.820339,"Poor quality, not worth the money."
4610,User4610,20,Male,76.26,Healthy,Burger King,21.99372446,50,17,-6.198914,106.810279,-6.194020442,106.8497223,The food was bland and tasteless.
4611,User4611,49,Female,72.71,Dessert,Burger King,32.35902023,141,8,-6.136048,106.841726,-6.194020442,106.8497223,Very tasty and well-prepared.
4612,User4612,44,Male,16,Healthy,Starbucks,62.50879489,160,15,-6.154953,106.714484,-6.184808705,106.8234289,"Amazing flavors, highly recommend!"
4613,User4613,64,Male,24.69,Fast Food,KFC,21.58947629,331,19,-6.171376,106.787799,-6.192915894,106.820339,The food was bland and tasteless.
4614,User4614,24,Male,25.62,Dessert,Mi Gacoan,25.00882009,297,4,-6.147289,106.770996,-6.17657643,106.8054332,"Great food, definitely coming back."
4615,User4615,60,Male,90.16,Beverage,McDonald's,83.71150336,325,7,-6.10658,106.717724,-6.191438909,106.8429918,"Amazing flavors, highly recommend!"
4616,User4616,31,Male,71.28,Dessert,McDonald's,50.02369217,130,14,-6.110516,106.802577,-6.191438909,106.8429918,"Not worth the price, very disappointing."
4617,User4617,66,Female,84.68,Beverage,Mi Gacoan,54.4201015,440,10,-6.143486,106.712821,-6.17657643,106.8054332,"Unimpressed with the taste, won't return."
4618,User4618,68,Female,22.25,Fast Food,Starbucks,20.28183682,37,19,-6.148549,106.828963,-6.184808705,106.8234289,The food was bland and tasteless.
4619,User4619,48,Male,63.46,Beverage,Starbucks,16.7693032,68,4,-6.154589,106.820873,-6.184808705,106.8234289,"Unimpressed with the taste, won't return."
4620,User4620,56,Male,38.94,Beverage,JCo,57.14044659,319,12,-6.172437,106.723958,-6.200214681,106.8234153,The food was delicious and fresh!
4621,User4621,61,Male,86.3,Dessert,JCo,62.22314521,321,5,-6.128625,106.736664,-6.200214681,106.8234153,"Great food, definitely coming back."
4622,User4622,55,Male,93.57,Dessert,Mi Gacoan,58.66741631,230,17,-6.112235,106.889726,-6.17657643,106.8054332,"Not worth the price, very disappointing."
4623,User4623,63,Female,36.57,Healthy,JCo,13.47501237,233,17,-6.17588,106.822106,-6.200214681,106.8234153,"Not worth the price, very disappointing."
4624,User4624,66,Male,12.45,Beverage,Starbucks,54.31067017,406,19,-6.11748,106.751975,-6.184808705,106.8234289,The food was bland and tasteless.
4625,User4625,51,Female,34.8,Beverage,Starbucks,56.43955646,266,4,-6.1701,106.722504,-6.184808705,106.8234289,The food was bland and tasteless.
4626,User4626,41,Female,55.62,Dessert,Burger King,80.04422485,277,4,-6.126157,106.721961,-6.194020442,106.8497223,The food was bland and tasteless.
4627,User4627,22,Female,23.99,Healthy,JCo,43.71272869,423,7,-6.176136,106.898655,-6.200214681,106.8234153,"Excellent taste, worth every penny!"
4628,User4628,26,Female,46.9,Healthy,JCo,9.633411593,122,1,-6.197367,106.84059,-6.200214681,106.8234153,"Unimpressed with the taste, won't return."
4629,User4629,34,Male,26.7,Healthy,McDonald's,41.70528398,297,18,-6.140582,106.787338,-6.191438909,106.8429918,"Amazing flavors, highly recommend!"
4630,User4630,19,Female,40.13,Dessert,McDonald's,28.98549564,475,18,-6.198809,106.791132,-6.191438909,106.8429918,"Not worth the price, very disappointing."
4631,User4631,69,Male,67.38,Fast Food,KFC,23.23489765,490,18,-6.192103,106.862319,-6.192915894,106.820339,"Great food, definitely coming back."
4632,User4632,63,Male,12.5,Beverage,Burger King,72.67272601,219,6,-6.159341,106.723053,-6.194020442,106.8497223,Very tasty and well-prepared.
4633,User4633,34,Female,71.45,Fast Food,KFC,65.24807681,238,16,-6.100894,106.894144,-6.192915894,106.820339,"Not worth the price, very disappointing."
4634,User4634,56,Female,12.25,Healthy,McDonald's,64.14081889,154,13,-6.138168,106.740033,-6.191438909,106.8429918,"Not worth the price, very disappointing."
4635,User4635,66,Male,20.93,Dessert,KFC,28.87582263,54,17,-6.141769,106.809802,-6.192915894,106.820339,The food was bland and tasteless.
4636,User4636,22,Female,14.04,Beverage,JCo,13.21237762,122,3,-6.177212,106.829879,-6.200214681,106.8234153,"Poor quality, not worth the money."
4637,User4637,69,Female,68.07,Fast Food,Mi Gacoan,10.05020943,420,3,-6.194517,106.802519,-6.17657643,106.8054332,"Not worth the price, very disappointing."
4638,User4638,44,Female,48.97,Beverage,Mi Gacoan,34.64390307,409,18,-6.11999,106.832309,-6.17657643,106.8054332,"Terrible experience, food was awful."
4639,User4639,62,Female,17.07,Beverage,Starbucks,44.74251906,160,14,-6.131029,106.883838,-6.184808705,106.8234289,The food was bland and tasteless.
4640,User4640,29,Male,19.69,Fast Food,McDonald's,17.30509832,473,7,-6.172461,106.867858,-6.191438909,106.8429918,"Poor quality, not worth the money."
4641,User4641,23,Female,26.3,Fast Food,KFC,7.546885998,384,2,-6.19048,106.833758,-6.192915894,106.820339,"Not worth the price, very disappointing."
4642,User4642,56,Female,14.66,Fast Food,JCo,36.86803807,294,8,-6.185591,106.758413,-6.200214681,106.8234153,"Great food, definitely coming back."
4643,User4643,61,Male,10.27,Fast Food,Burger King,31.38064817,466,14,-6.163134,106.802149,-6.194020442,106.8497223,"Unimpressed with the taste, won't return."
4644,User4644,48,Male,94.91,Beverage,McDonald's,3.138623203,381,16,-6.185769,106.842723,-6.191438909,106.8429918,The food was delicious and fresh!
4645,User4645,42,Male,20.02,Fast Food,McDonald's,47.18384941,151,12,-6.111958,106.811961,-6.191438909,106.8429918,"Not worth the price, very disappointing."
4646,User4646,29,Female,9.81,Fast Food,KFC,20.80881414,125,16,-6.161637,106.79943,-6.192915894,106.820339,"Excellent taste, worth every penny!"
4647,User4647,63,Female,80.44,Healthy,JCo,32.9447368,109,19,-6.196816,106.763977,-6.200214681,106.8234153,"Not worth the price, very disappointing."
4648,User4648,35,Female,26.28,Beverage,KFC,21.62988142,188,10,-6.177679,106.784339,-6.192915894,106.820339,"Amazing flavors, highly recommend!"
4649,User4649,55,Male,12.52,Dessert,Mi Gacoan,62.28419967,346,1,-6.11561,106.710798,-6.17657643,106.8054332,"Amazing flavors, highly recommend!"
4650,User4650,23,Male,12.18,Beverage,McDonald's,39.0166319,373,19,-6.133142,106.803269,-6.191438909,106.8429918,Very tasty and well-prepared.
4651,User4651,44,Male,42.01,Dessert,Burger King,34.2580787,470,17,-6.163356,106.79593,-6.194020442,106.8497223,"Amazing flavors, highly recommend!"
4652,User4652,43,Female,85.68,Fast Food,Burger King,18.03423212,305,17,-6.178051,106.878138,-6.194020442,106.8497223,"Excellent taste, worth every penny!"
4653,User4653,31,Female,90.77,Healthy,JCo,44.27825839,375,9,-6.192311,106.74379,-6.200214681,106.8234153,"Not worth the price, very disappointing."
4654,User4654,38,Female,43.29,Fast Food,Starbucks,5.300713495,115,9,-6.179529,106.831424,-6.184808705,106.8234289,"Amazing flavors, highly recommend!"
