id,nama,age,gender,location_user,location_pembelian,harga_beli,kind_of_food,restaurant,delivery_time,friends,jumlah_klik_produk_tertentu
5333,User5333,28,Male,Surabaya,Surabaya,77.78,Dessert,Five Guys,37,315,16
5334,User5334,63,Female,Jakarta,Surabaya,97.56,Beverage,Wendy's,21,165,6
5335,User5335,46,Female,Surabaya,Jakarta,31.86,Dessert,Dunkin' Donuts,21,361,12
5336,User5336,53,Male,Bandung,Jakarta,23.95,Dessert,Chipotle,58,229,17
5337,User5337,68,Male,Jakarta,Jakarta,97.27,Healthy,McDonald's,18,210,6
5338,User5338,65,Female,Jakarta,Bandung,78.24,Dessert,Subway,21,10,16
5339,User5339,67,Male,Jakarta,Jakarta,21.92,Dessert,Panda Express,57,385,18
5340,User5340,68,Male,Bandung,Surabaya,89.94,Fast Food,Domino's Pizza,49,474,3
5341,User5341,21,Female,Jakarta,Bandung,9,Beverage,Jack in the Box,31,33,6
5342,User5342,27,Male,Surabaya,Surabaya,94.34,Healthy,Burger King,31,347,19
5343,User5343,60,Female,Surabaya,Bandung,87.02,Fast Food,Chipotle,29,210,4
5344,User5344,36,Female,Jakarta,Jakarta,93.65,Beverage,KFC,16,313,8
5345,User5345,23,Male,Jakarta,Bandung,84.66,Beverage,Panera Bread,32,91,5
5346,User5346,44,Male,Jakarta,Surabaya,48.26,Dessert,Chipotle,28,200,3
5347,User5347,33,Female,Surabaya,Surabaya,45.19,Beverage,Subway,27,400,1
5348,User5348,40,Male,Surabaya,Jakarta,22.67,Beverage,Taco Bell,53,125,15
5349,User5349,31,Male,Surabaya,Bandung,50.84,Dessert,Chipotle,54,95,15
5350,User5350,35,Female,Surabaya,Surabaya,32.9,Healthy,Pizza Hut,18,132,4
5351,User5351,61,Male,Bandung,Bandung,14.91,Beverage,Little Caesars,44,148,2
5352,User5352,52,Male,Bandung,Jakarta,49.31,Dessert,Pizza Hut,48,282,19
5353,User5353,32,Male,Bandung,Surabaya,94.55,Beverage,Wendy's,38,329,2
5354,User5354,28,Female,Surabaya,Surabaya,98.31,Fast Food,Pizza Hut,17,246,10
5355,User5355,21,Female,Jakarta,Jakarta,73.6,Beverage,McDonald's,47,498,5
5356,User5356,26,Male,Surabaya,Surabaya,44.8,Healthy,Domino's Pizza,47,69,0
5357,User5357,45,Male,Jakarta,Bandung,70.8,Beverage,Panda Express,56,367,14
5358,User5358,19,Female,Bandung,Surabaya,10,Healthy,Panera Bread,28,382,9
5359,User5359,57,Male,Bandung,Surabaya,63.83,Fast Food,Arby's,41,47,2
5360,User5360,68,Female,Surabaya,Bandung,87.37,Dessert,Chipotle,23,29,18
5361,User5361,62,Female,Bandung,Jakarta,84.55,Fast Food,Domino's Pizza,59,44,10
5362,User5362,36,Male,Surabaya,Surabaya,19.84,Dessert,Dunkin' Donuts,15,455,17
5363,User5363,26,Female,Jakarta,Bandung,92.9,Healthy,Dunkin' Donuts,17,257,2
5364,User5364,18,Male,Bandung,Jakarta,70.28,Fast Food,Chick-fil-A,42,494,18
5365,User5365,69,Male,Bandung,Surabaya,76.82,Beverage,Subway,26,275,11
5366,User5366,30,Male,Jakarta,Surabaya,51.2,Healthy,Chipotle,44,302,14
5367,User5367,59,Male,Surabaya,Surabaya,50.16,Fast Food,Starbucks,35,18,11
5368,User5368,29,Female,Jakarta,Jakarta,51.21,Healthy,Chipotle,16,219,4
5369,User5369,28,Female,Bandung,Jakarta,66.24,Beverage,Popeyes,33,38,6
5370,User5370,62,Female,Jakarta,Jakarta,73.6,Fast Food,Starbucks,28,138,12
5371,User5371,60,Female,Jakarta,Bandung,93.49,Dessert,Chick-fil-A,25,376,8
5372,User5372,24,Female,Jakarta,Surabaya,33.93,Healthy,Wendy's,48,30,1
5373,User5373,40,Female,Jakarta,Bandung,49.66,Healthy,Domino's Pizza,29,341,14
5374,User5374,62,Female,Bandung,Bandung,62.4,Fast Food,Taco Bell,39,287,18
5375,User5375,25,Male,Bandung,Jakarta,15.94,Fast Food,Chipotle,41,432,19
5376,User5376,30,Male,Surabaya,Jakarta,11.54,Fast Food,Jack in the Box,15,247,3
5377,User5377,38,Female,Surabaya,Bandung,40.1,Healthy,Panda Express,44,58,3
5378,User5378,59,Male,Bandung,Surabaya,40.1,Healthy,Domino's Pizza,18,318,12
5379,User5379,47,Female,Surabaya,Surabaya,45.71,Fast Food,Subway,38,357,2
5380,User5380,54,Male,Bandung,Jakarta,12.66,Healthy,Sonic Drive-In,26,434,16
5381,User5381,21,Male,Bandung,Surabaya,39.16,Beverage,Wendy's,25,432,0
5382,User5382,62,Female,Bandung,Bandung,30.63,Beverage,Dunkin' Donuts,38,92,16
5383,User5383,25,Female,Surabaya,Bandung,51.21,Beverage,Taco Bell,18,366,0
5384,User5384,31,Male,Surabaya,Surabaya,19.26,Dessert,Pizza Hut,45,324,3
5385,User5385,36,Male,Surabaya,Bandung,97.93,Dessert,Wendy's,17,25,6
5386,User5386,42,Female,Surabaya,Jakarta,41.75,Healthy,Panera Bread,33,13,2
5387,User5387,51,Male,Surabaya,Jakarta,93.96,Beverage,Dunkin' Donuts,16,155,9
5388,User5388,52,Female,Bandung,Surabaya,80.92,Fast Food,Burger King,29,455,3
5389,User5389,62,Female,Surabaya,Jakarta,83.02,Fast Food,Five Guys,32,363,3
5390,User5390,39,Male,Surabaya,Surabaya,56.61,Beverage,Chick-fil-A,43,281,5
5391,User5391,53,Male,Surabaya,Jakarta,7.53,Healthy,Chipotle,57,255,8
5392,User5392,46,Female,Jakarta,Surabaya,15.94,Beverage,Dunkin' Donuts,51,260,7
5393,User5393,67,Female,Bandung,Surabaya,38.8,Fast Food,Domino's Pizza,19,67,19
5394,User5394,56,Female,Bandung,Bandung,42.38,Dessert,Chipotle,23,203,10
5395,User5395,62,Male,Surabaya,Surabaya,9.88,Beverage,Subway,30,433,1
5396,User5396,45,Female,Bandung,Surabaya,70.27,Beverage,Taco Bell,46,165,1
5397,User5397,48,Female,Jakarta,Jakarta,78.84,Dessert,Little Caesars,28,333,6
5398,User5398,45,Male,Bandung,Bandung,44.43,Beverage,Domino's Pizza,49,472,15
5399,User5399,19,Male,Jakarta,Surabaya,97.18,Fast Food,Arby's,21,413,5
5400,User5400,26,Male,Surabaya,Jakarta,50.23,Fast Food,Chipotle,54,46,5
5401,User5401,43,Male,Surabaya,Surabaya,40.64,Fast Food,Popeyes,31,5,3
5402,User5402,47,Male,Jakarta,Bandung,71.36,Healthy,Sonic Drive-In,46,468,16
5403,User5403,33,Male,Jakarta,Surabaya,36.65,Fast Food,Chipotle,52,429,16
5404,User5404,21,Female,Surabaya,Jakarta,12.54,Beverage,Dunkin' Donuts,50,107,12
5405,User5405,69,Female,Jakarta,Bandung,45.94,Dessert,Burger King,42,248,15
5406,User5406,41,Female,Jakarta,Bandung,58,Dessert,Wendy's,25,446,2
5407,User5407,49,Female,Jakarta,Bandung,8.92,Beverage,Starbucks,31,325,3
5408,User5408,54,Male,Bandung,Surabaya,74.04,Dessert,Little Caesars,38,339,3
5409,User5409,39,Male,Bandung,Bandung,78.04,Healthy,Little Caesars,33,295,11
5410,User5410,39,Female,Jakarta,Bandung,11.45,Beverage,Panera Bread,34,99,5
5411,User5411,20,Female,Jakarta,Surabaya,20.46,Beverage,Panda Express,37,130,14
5412,User5412,69,Female,Jakarta,Jakarta,13.12,Fast Food,Domino's Pizza,47,207,5
5413,User5413,49,Male,Bandung,Jakarta,48.07,Healthy,KFC,38,314,3
5414,User5414,26,Female,Jakarta,Jakarta,85.44,Fast Food,Pizza Hut,38,63,4
5415,User5415,23,Male,Bandung,Bandung,46.28,Healthy,McDonald's,37,448,17
5416,User5416,69,Male,Surabaya,Surabaya,54.78,Healthy,McDonald's,25,369,0
5417,User5417,30,Female,Bandung,Surabaya,63.73,Fast Food,Subway,15,430,5
5418,User5418,54,Male,Surabaya,Bandung,83.93,Healthy,Starbucks,28,495,5
5419,User5419,28,Female,Surabaya,Bandung,57.61,Fast Food,Arby's,17,273,0
5420,User5420,56,Male,Surabaya,Surabaya,62.86,Healthy,Panera Bread,37,72,19
5421,User5421,68,Female,Jakarta,Bandung,42.89,Fast Food,Starbucks,48,292,0
5422,User5422,58,Female,Bandung,Surabaya,11.09,Healthy,Chipotle,38,94,4
5423,User5423,29,Male,Surabaya,Bandung,15.51,Beverage,Subway,42,412,17
5424,User5424,60,Male,Bandung,Jakarta,51.67,Beverage,Jack in the Box,16,449,3
5425,User5425,47,Female,Surabaya,Surabaya,76.94,Dessert,Chick-fil-A,41,365,8
5426,User5426,55,Male,Bandung,Surabaya,33.27,Healthy,Burger King,15,259,1
5427,User5427,58,Female,Jakarta,Surabaya,8.56,Fast Food,Panda Express,24,33,12
5428,User5428,62,Male,Bandung,Surabaya,53.86,Fast Food,Panda Express,25,291,11
5429,User5429,27,Female,Surabaya,Surabaya,54.9,Healthy,Five Guys,45,134,3
5430,User5430,59,Male,Jakarta,Bandung,47.12,Dessert,Jack in the Box,26,396,4
5431,User5431,42,Female,Bandung,Surabaya,54.92,Dessert,Subway,27,292,14
5432,User5432,61,Female,Jakarta,Bandung,45.32,Dessert,Dunkin' Donuts,20,98,8
5433,User5433,57,Male,Bandung,Surabaya,39.32,Healthy,Little Caesars,35,157,0
5434,User5434,51,Male,Jakarta,Bandung,74.78,Dessert,Sonic Drive-In,25,395,9
5435,User5435,27,Female,Bandung,Bandung,97.89,Healthy,Taco Bell,38,116,11
5436,User5436,24,Male,Jakarta,Jakarta,50.52,Fast Food,McDonald's,30,315,15
5437,User5437,42,Male,Bandung,Jakarta,65.88,Beverage,Domino's Pizza,47,91,17
5438,User5438,41,Male,Jakarta,Surabaya,18.4,Healthy,Domino's Pizza,23,428,17
5439,User5439,58,Male,Surabaya,Jakarta,69.46,Beverage,Subway,21,332,15
5440,User5440,23,Female,Jakarta,Surabaya,68.26,Dessert,Chick-fil-A,59,261,2
5441,User5441,32,Female,Jakarta,Surabaya,35.29,Healthy,Chipotle,26,225,2
5442,User5442,41,Male,Surabaya,Bandung,32.16,Dessert,Pizza Hut,59,498,18
5443,User5443,34,Male,Surabaya,Jakarta,87.62,Dessert,McDonald's,16,248,4
5444,User5444,58,Female,Jakarta,Bandung,91.14,Fast Food,Arby's,32,166,16
5445,User5445,44,Male,Jakarta,Jakarta,35.96,Dessert,KFC,20,217,7
5446,User5446,32,Female,Jakarta,Jakarta,61.71,Healthy,KFC,38,68,6
5447,User5447,29,Female,Bandung,Bandung,38.67,Dessert,McDonald's,26,125,10
5448,User5448,33,Male,Jakarta,Surabaya,46.74,Beverage,Wendy's,15,476,14
5449,User5449,58,Male,Jakarta,Jakarta,69.79,Healthy,Starbucks,17,281,1
5450,User5450,33,Female,Jakarta,Surabaya,58.67,Beverage,Chipotle,30,100,4
5451,User5451,37,Male,Surabaya,Surabaya,35.61,Beverage,McDonald's,25,212,18
5452,User5452,36,Male,Bandung,Jakarta,90.7,Healthy,Subway,45,356,4
5453,User5453,33,Female,Jakarta,Bandung,47.53,Fast Food,Sonic Drive-In,54,450,1
5454,User5454,23,Male,Surabaya,Jakarta,73.55,Dessert,Arby's,56,78,18
5455,User5455,25,Female,Bandung,Jakarta,89.6,Healthy,Jack in the Box,24,33,14
5456,User5456,25,Male,Jakarta,Surabaya,86.12,Healthy,Panera Bread,17,326,15
5457,User5457,40,Male,Bandung,Surabaya,55.19,Fast Food,Starbucks,23,448,15
5458,User5458,66,Female,Surabaya,Jakarta,33.99,Beverage,Burger King,32,318,10
5459,User5459,37,Female,Jakarta,Surabaya,55.45,Beverage,Chick-fil-A,15,44,17
5460,User5460,32,Female,Bandung,Bandung,81.41,Healthy,Subway,39,287,8
5461,User5461,20,Male,Jakarta,Bandung,75.57,Dessert,Five Guys,31,419,9
5462,User5462,61,Male,Bandung,Jakarta,11.03,Beverage,Domino's Pizza,44,457,0
5463,User5463,33,Female,Bandung,Jakarta,12.13,Beverage,Dunkin' Donuts,34,61,9
5464,User5464,38,Female,Jakarta,Bandung,10.23,Fast Food,Chipotle,29,46,18
5465,User5465,28,Female,Jakarta,Bandung,29.18,Fast Food,Sonic Drive-In,30,160,1
5466,User5466,39,Male,Jakarta,Surabaya,15.87,Healthy,Subway,39,357,16
5467,User5467,60,Female,Bandung,Jakarta,79.64,Fast Food,Subway,23,415,15
5468,User5468,59,Male,Jakarta,Jakarta,95.15,Fast Food,Little Caesars,42,191,12
5469,User5469,67,Male,Jakarta,Jakarta,36.84,Healthy,Panera Bread,47,349,11
5470,User5470,67,Female,Surabaya,Jakarta,74.04,Beverage,Sonic Drive-In,22,5,12
5471,User5471,66,Male,Jakarta,Jakarta,16.98,Beverage,Arby's,27,311,2
5472,User5472,47,Male,Surabaya,Bandung,90.41,Healthy,Chipotle,23,256,15
5473,User5473,61,Male,Bandung,Bandung,32,Fast Food,Pizza Hut,49,70,15
5474,User5474,22,Female,Bandung,Jakarta,12.72,Fast Food,Jack in the Box,25,214,11
5475,User5475,54,Female,Bandung,Jakarta,16.93,Dessert,Arby's,29,478,8
5476,User5476,28,Male,Jakarta,Bandung,47.95,Fast Food,Chipotle,59,396,5
5477,User5477,18,Female,Jakarta,Jakarta,37.02,Dessert,KFC,56,434,5
5478,User5478,36,Female,Jakarta,Surabaya,20.11,Dessert,Wendy's,31,497,13
5479,User5479,62,Female,Surabaya,Bandung,49.63,Fast Food,Taco Bell,15,30,9
5480,User5480,21,Female,Jakarta,Jakarta,94.99,Beverage,Subway,53,356,12
5481,User5481,66,Female,Jakarta,Jakarta,48.71,Healthy,Burger King,28,87,8
5482,User5482,42,Male,Jakarta,Jakarta,99.66,Beverage,Starbucks,17,253,14
5483,User5483,46,Female,Jakarta,Surabaya,43.87,Beverage,Subway,46,479,3
5484,User5484,52,Male,Jakarta,Bandung,31.59,Fast Food,Chipotle,53,42,14
5485,User5485,61,Male,Bandung,Surabaya,59.46,Beverage,KFC,19,156,14
5486,User5486,26,Male,Surabaya,Surabaya,25.32,Healthy,Taco Bell,59,24,2
5487,User5487,55,Female,Bandung,Jakarta,74.1,Beverage,Pizza Hut,56,36,0
5488,User5488,60,Female,Surabaya,Jakarta,92.94,Fast Food,Jack in the Box,43,6,18
5489,User5489,49,Female,Surabaya,Bandung,36.73,Dessert,Arby's,38,141,17
5490,User5490,59,Male,Bandung,Bandung,49.55,Healthy,Wendy's,38,19,3
5491,User5491,68,Male,Surabaya,Bandung,19.53,Dessert,KFC,34,220,1
5492,User5492,30,Male,Surabaya,Jakarta,99.4,Healthy,Chipotle,37,449,3
5493,User5493,61,Female,Surabaya,Jakarta,22.28,Healthy,Wendy's,58,328,1
5494,User5494,56,Male,Jakarta,Jakarta,78.92,Fast Food,Popeyes,51,202,18
5495,User5495,66,Female,Surabaya,Bandung,86.29,Beverage,McDonald's,37,392,14
5496,User5496,44,Male,Bandung,Surabaya,33.78,Fast Food,Chick-fil-A,34,86,7
5497,User5497,22,Male,Jakarta,Jakarta,94.23,Healthy,Jack in the Box,49,296,0
5498,User5498,56,Male,Surabaya,Bandung,47.77,Beverage,Arby's,27,458,7
5499,User5499,33,Female,Bandung,Surabaya,36.96,Dessert,Dunkin' Donuts,58,291,4
5500,User5500,45,Male,Bandung,Surabaya,23.11,Fast Food,Wendy's,51,478,13
5501,User5501,28,Male,Jakarta,Surabaya,48.12,Healthy,Domino's Pizza,21,443,16
5502,User5502,60,Female,Jakarta,Bandung,79.94,Dessert,Wendy's,51,220,9
5503,User5503,25,Male,Surabaya,Bandung,93.63,Dessert,Little Caesars,17,206,10
5504,User5504,42,Female,Jakarta,Jakarta,17.03,Beverage,McDonald's,33,325,14
5505,User5505,51,Female,Surabaya,Bandung,15.05,Beverage,Sonic Drive-In,24,69,15
5506,User5506,50,Female,Surabaya,Bandung,56.1,Healthy,Pizza Hut,21,366,0
5507,User5507,42,Female,Surabaya,Surabaya,69.47,Healthy,Panera Bread,17,82,19
5508,User5508,38,Male,Bandung,Surabaya,28.38,Beverage,Domino's Pizza,53,37,16
5509,User5509,48,Female,Surabaya,Surabaya,68.86,Beverage,Starbucks,37,241,1
5510,User5510,22,Female,Bandung,Jakarta,75.65,Beverage,Popeyes,38,166,5
5511,User5511,30,Male,Bandung,Jakarta,60.66,Beverage,Burger King,47,207,15
5512,User5512,48,Male,Jakarta,Bandung,9.62,Fast Food,Chick-fil-A,24,141,8
5513,User5513,64,Female,Surabaya,Surabaya,87.54,Beverage,Pizza Hut,41,194,19
5514,User5514,38,Female,Bandung,Surabaya,32.02,Dessert,Domino's Pizza,43,232,1
5515,User5515,51,Female,Surabaya,Surabaya,36.4,Dessert,Dunkin' Donuts,56,13,18
5516,User5516,69,Female,Bandung,Surabaya,75.97,Dessert,Chick-fil-A,24,455,7
5517,User5517,23,Male,Jakarta,Surabaya,22.45,Dessert,Jack in the Box,41,105,17
5518,User5518,37,Female,Bandung,Surabaya,95.86,Healthy,Arby's,17,463,5
5519,User5519,25,Male,Jakarta,Bandung,50.94,Dessert,Popeyes,32,159,9
5520,User5520,64,Male,Jakarta,Bandung,13.01,Dessert,Subway,44,191,19
5521,User5521,42,Male,Jakarta,Bandung,80.13,Fast Food,Sonic Drive-In,58,362,10
5522,User5522,27,Male,Bandung,Surabaya,12.54,Healthy,Jack in the Box,30,226,12
5523,User5523,67,Male,Surabaya,Surabaya,69.4,Beverage,Chick-fil-A,23,480,3
5524,User5524,35,Male,Jakarta,Surabaya,32.81,Fast Food,Popeyes,34,138,2
5525,User5525,52,Male,Jakarta,Surabaya,67.17,Beverage,KFC,49,349,14
5526,User5526,32,Female,Surabaya,Surabaya,8.7,Healthy,Chick-fil-A,55,432,0
5527,User5527,20,Female,Bandung,Bandung,80.71,Dessert,Pizza Hut,35,441,10
5528,User5528,57,Male,Surabaya,Surabaya,70.31,Healthy,Starbucks,33,203,17
5529,User5529,27,Female,Bandung,Surabaya,66.8,Beverage,Panda Express,31,25,14
5530,User5530,45,Male,Surabaya,Bandung,60.94,Fast Food,McDonald's,28,150,5
5531,User5531,29,Male,Bandung,Bandung,66.73,Beverage,KFC,22,366,2
5532,User5532,61,Male,Surabaya,Surabaya,32.25,Fast Food,Wendy's,57,443,0
5533,User5533,65,Female,Jakarta,Surabaya,12.94,Fast Food,KFC,33,165,12
5534,User5534,65,Female,Surabaya,Surabaya,44.22,Dessert,Panera Bread,50,499,4
5535,User5535,40,Female,Jakarta,Surabaya,73.94,Fast Food,KFC,39,226,10
5536,User5536,50,Female,Jakarta,Jakarta,6.18,Beverage,Popeyes,49,331,4
5537,User5537,58,Female,Bandung,Surabaya,61.69,Healthy,Pizza Hut,37,138,0
5538,User5538,59,Male,Surabaya,Jakarta,49.24,Beverage,Subway,16,207,3
5539,User5539,22,Female,Jakarta,Surabaya,67.05,Healthy,Jack in the Box,18,93,11
5540,User5540,47,Female,Jakarta,Jakarta,39.23,Dessert,Panda Express,52,450,16
5541,User5541,55,Male,Surabaya,Surabaya,36.86,Dessert,Popeyes,27,13,10
5542,User5542,60,Male,Surabaya,Bandung,69.24,Beverage,Five Guys,26,342,1
5543,User5543,52,Female,Bandung,Jakarta,15.17,Beverage,Burger King,52,23,3
5544,User5544,65,Female,Jakarta,Bandung,67.48,Fast Food,Taco Bell,50,318,0
5545,User5545,56,Female,Jakarta,Jakarta,50.25,Dessert,Sonic Drive-In,22,342,4
5546,User5546,39,Male,Bandung,Surabaya,77.01,Dessert,Chick-fil-A,59,263,18
5547,User5547,40,Male,Jakarta,Bandung,5.08,Healthy,McDonald's,55,115,13
5548,User5548,35,Male,Jakarta,Jakarta,70.13,Beverage,Sonic Drive-In,31,402,0
5549,User5549,68,Female,Bandung,Surabaya,54.95,Fast Food,Five Guys,24,484,17
5550,User5550,21,Female,Bandung,Jakarta,87.99,Dessert,Chick-fil-A,58,259,0
5551,User5551,36,Female,Bandung,Jakarta,97.05,Fast Food,Subway,43,213,1
5552,User5552,23,Female,Jakarta,Jakarta,15.97,Dessert,Taco Bell,46,227,14
5553,User5553,59,Male,Jakarta,Surabaya,57.53,Healthy,Panera Bread,41,96,9
5554,User5554,52,Male,Surabaya,Surabaya,17.41,Dessert,Pizza Hut,29,460,15
5555,User5555,27,Female,Surabaya,Bandung,38.41,Beverage,Chipotle,36,392,1
5556,User5556,68,Male,Jakarta,Surabaya,51.31,Dessert,Chick-fil-A,26,441,2
5557,User5557,69,Male,Bandung,Bandung,72.12,Dessert,Subway,38,455,4
5558,User5558,46,Male,Jakarta,Jakarta,13.71,Fast Food,Domino's Pizza,23,230,7
5559,User5559,50,Female,Bandung,Bandung,28.73,Beverage,Starbucks,24,414,5
5560,User5560,47,Female,Jakarta,Surabaya,86.32,Dessert,Popeyes,26,158,19
5561,User5561,50,Male,Surabaya,Surabaya,69.58,Fast Food,Panda Express,53,61,1
5562,User5562,49,Female,Jakarta,Jakarta,32.62,Beverage,McDonald's,59,136,18
5563,User5563,28,Female,Surabaya,Jakarta,83.01,Dessert,Domino's Pizza,28,308,8
5564,User5564,27,Male,Surabaya,Jakarta,26.64,Fast Food,Taco Bell,50,18,2
5565,User5565,39,Male,Surabaya,Jakarta,58.76,Fast Food,Subway,46,56,11
5566,User5566,53,Female,Surabaya,Jakarta,27.88,Fast Food,Pizza Hut,17,246,4
5567,User5567,46,Male,Bandung,Surabaya,59.38,Dessert,Panera Bread,35,162,15
5568,User5568,27,Male,Bandung,Bandung,43.56,Dessert,Wendy's,52,309,12
5569,User5569,66,Male,Bandung,Jakarta,60.04,Beverage,Dunkin' Donuts,29,12,14
5570,User5570,60,Female,Bandung,Bandung,50.03,Beverage,Chick-fil-A,48,195,10
5571,User5571,46,Male,Jakarta,Surabaya,28.02,Fast Food,Panera Bread,49,465,9
5572,User5572,23,Female,Bandung,Bandung,85,Dessert,Panda Express,41,425,12
5573,User5573,22,Male,Jakarta,Bandung,10.84,Dessert,Dunkin' Donuts,44,88,6
5574,User5574,35,Female,Jakarta,Bandung,79.54,Dessert,Dunkin' Donuts,48,173,13
5575,User5575,66,Male,Bandung,Surabaya,50.77,Healthy,Dunkin' Donuts,55,321,8
5576,User5576,66,Male,Bandung,Surabaya,27.47,Dessert,McDonald's,49,478,5
5577,User5577,18,Female,Bandung,Bandung,77.72,Dessert,Subway,57,315,4
5578,User5578,22,Male,Bandung,Bandung,61.29,Beverage,Chipotle,37,202,12
5579,User5579,66,Female,Surabaya,Jakarta,67.4,Dessert,Jack in the Box,34,331,7
5580,User5580,26,Female,Jakarta,Bandung,37.37,Dessert,Sonic Drive-In,38,74,12
5581,User5581,57,Male,Bandung,Jakarta,62.05,Fast Food,McDonald's,57,1,11
5582,User5582,67,Male,Surabaya,Jakarta,30.17,Fast Food,Panera Bread,36,211,15
5583,User5583,42,Female,Jakarta,Jakarta,57.81,Fast Food,Popeyes,45,253,13
5584,User5584,46,Female,Jakarta,Jakarta,71.01,Healthy,Chick-fil-A,18,199,16
5585,User5585,62,Male,Bandung,Jakarta,15.26,Dessert,Subway,20,76,9
5586,User5586,45,Male,Bandung,Jakarta,85.72,Fast Food,Little Caesars,26,459,9
5587,User5587,61,Male,Surabaya,Surabaya,95.39,Healthy,Sonic Drive-In,31,390,4
5588,User5588,56,Female,Jakarta,Jakarta,37.67,Beverage,Little Caesars,42,461,12
5589,User5589,22,Male,Surabaya,Surabaya,9.91,Fast Food,Sonic Drive-In,55,491,16
5590,User5590,44,Male,Surabaya,Bandung,54.96,Dessert,KFC,23,437,3
5591,User5591,42,Male,Surabaya,Jakarta,90.28,Healthy,Arby's,33,442,18
5592,User5592,29,Female,Bandung,Surabaya,52.34,Dessert,Domino's Pizza,30,217,17
5593,User5593,62,Female,Bandung,Jakarta,55.23,Beverage,Arby's,26,224,7
5594,User5594,43,Female,Surabaya,Jakarta,67.73,Dessert,Starbucks,50,493,2
5595,User5595,41,Female,Jakarta,Bandung,43.66,Dessert,Domino's Pizza,30,136,3
5596,User5596,45,Female,Bandung,Jakarta,54.74,Fast Food,Arby's,15,394,8
5597,User5597,66,Female,Bandung,Jakarta,24.24,Dessert,Burger King,49,339,0
5598,User5598,38,Male,Surabaya,Jakarta,32.85,Beverage,Dunkin' Donuts,27,121,15
5599,User5599,37,Male,Bandung,Bandung,20.45,Healthy,Five Guys,37,280,2
5600,User5600,29,Male,Surabaya,Bandung,88.12,Beverage,Taco Bell,24,331,7
5601,User5601,44,Female,Surabaya,Jakarta,29.17,Dessert,Subway,58,159,5
5602,User5602,59,Female,Bandung,Jakarta,77.2,Dessert,KFC,37,168,6
5603,User5603,59,Male,Bandung,Bandung,73.37,Beverage,Arby's,39,406,11
5604,User5604,24,Female,Jakarta,Jakarta,47.71,Healthy,McDonald's,40,62,12
5605,User5605,51,Female,Surabaya,Jakarta,60.02,Beverage,Dunkin' Donuts,56,351,6
5606,User5606,31,Female,Jakarta,Jakarta,53.16,Fast Food,Starbucks,27,98,9
5607,User5607,69,Male,Bandung,Bandung,75.93,Beverage,Chipotle,29,124,13
5608,User5608,20,Female,Bandung,Surabaya,5.39,Dessert,Five Guys,39,471,9
5609,User5609,63,Male,Bandung,Bandung,52.18,Dessert,KFC,59,330,1
5610,User5610,26,Female,Jakarta,Jakarta,94.89,Healthy,Pizza Hut,21,292,14
5611,User5611,47,Female,Bandung,Surabaya,78.86,Healthy,Chipotle,58,205,10
5612,User5612,39,Female,Surabaya,Surabaya,13.05,Dessert,Panda Express,34,390,1
5613,User5613,66,Female,Surabaya,Surabaya,8.43,Fast Food,Starbucks,32,149,0
5614,User5614,49,Male,Surabaya,Bandung,24.84,Beverage,Taco Bell,55,45,13
5615,User5615,26,Female,Bandung,Jakarta,89.12,Beverage,McDonald's,49,179,2
5616,User5616,68,Female,Jakarta,Jakarta,39.51,Healthy,Pizza Hut,32,265,6
5617,User5617,65,Female,Surabaya,Jakarta,72.29,Fast Food,Pizza Hut,55,144,11
5618,User5618,56,Male,Jakarta,Bandung,88.5,Dessert,Jack in the Box,17,415,17
5619,User5619,38,Female,Bandung,Surabaya,28.27,Beverage,Domino's Pizza,35,339,18
5620,User5620,42,Male,Jakarta,Surabaya,67.75,Fast Food,Jack in the Box,55,68,4
5621,User5621,46,Female,Bandung,Surabaya,51.07,Healthy,Chipotle,36,33,15
5622,User5622,64,Female,Surabaya,Bandung,13.64,Beverage,Domino's Pizza,24,37,7
5623,User5623,65,Female,Jakarta,Jakarta,62.44,Beverage,Chick-fil-A,24,460,7
5624,User5624,60,Female,Jakarta,Surabaya,29.15,Fast Food,Jack in the Box,50,112,9
5625,User5625,32,Male,Bandung,Surabaya,11.36,Beverage,Wendy's,52,136,12
5626,User5626,39,Female,Surabaya,Jakarta,71.38,Fast Food,Chick-fil-A,20,275,13
5627,User5627,43,Female,Bandung,Jakarta,83.11,Beverage,Starbucks,30,289,6
5628,User5628,38,Female,Bandung,Jakarta,84.55,Healthy,Pizza Hut,42,319,0
5629,User5629,50,Male,Bandung,Surabaya,71.3,Fast Food,Little Caesars,55,257,7
5630,User5630,38,Male,Jakarta,Jakarta,28.61,Dessert,Chipotle,19,270,10
5631,User5631,58,Male,Surabaya,Jakarta,45.02,Dessert,Taco Bell,30,201,11
5632,User5632,51,Male,Surabaya,Jakarta,7.18,Fast Food,Jack in the Box,29,55,2
5633,User5633,30,Female,Bandung,Bandung,80.27,Fast Food,KFC,31,279,5
5634,User5634,51,Male,Surabaya,Bandung,75.11,Beverage,Arby's,52,97,12
5635,User5635,25,Male,Bandung,Surabaya,46.26,Dessert,Panda Express,43,9,1
5636,User5636,27,Female,Bandung,Jakarta,68.6,Fast Food,Jack in the Box,36,244,2
5637,User5637,42,Female,Surabaya,Bandung,51.67,Fast Food,Chipotle,31,75,19
5638,User5638,32,Female,Jakarta,Jakarta,51.97,Fast Food,Chipotle,44,456,11
